entrez_gene_id	gene_symbol	association_score	breast cancer	carcinoid	cervical cancer	colorectal cancer	endometrial cancer	glioma	head and neck cancer	liver cancer	lung cancer	lymphoma	melanoma	ovarian cancer	pancreatic cancer	prostate cancer	renal cancer	skin cancer	stomach cancer	testis cancer	thyroid cancer	urothelial cancer	adrenal gland_glandular cells	appendix_glandular cells	appendix_lymphoid tissue	bone marrow_hematopoietic cells	breast_adipocytes	breast_glandular cells	breast_myoepithelial cells	bronchus_respiratory epithelial cells	cerebellum_cells in granular layer	cerebellum_cells in molecular layer	cerebellum_Purkinje cells	cerebral cortex_endothelial cells	cerebral cortex_glial cells	cerebral cortex_neuronal cells	cerebral cortex_neuropil	"cervix, uterine_glandular cells"	"cervix, uterine_squamous epithelial cells"	colon_endothelial cells	colon_glandular cells	colon_peripheral nerve/ganglion	duodenum_glandular cells	epididymis_glandular cells	esophagus_squamous epithelial cells	fallopian tube_glandular cells	gallbladder_glandular cells	heart muscle_myocytes	hippocampus_glial cells	hippocampus_neuronal cells	kidney_cells in glomeruli	kidney_cells in tubules	lateral ventricle_glial cells	lateral ventricle_neuronal cells	liver_bile duct cells	liver_hepatocytes	lung_macrophages	lung_pneumocytes	lymph node_germinal center cells	lymph node_non-germinal center cells	nasopharynx_respiratory epithelial cells	oral mucosa_squamous epithelial cells	ovary_ovarian stroma cells	pancreas_exocrine glandular cells	pancreas_islets of Langerhans	parathyroid gland_glandular cells	placenta_decidual cells	placenta_trophoblastic cells	prostate_glandular cells	rectum_glandular cells	salivary gland_glandular cells	seminal vesicle_glandular cells	skeletal muscle_myocytes	skin 1_fibroblasts	skin 1_keratinocytes	skin 1_Langerhans	skin 1_melanocytes	skin 2_epidermal cells	small intestine_glandular cells	smooth muscle_smooth muscle cells	soft tissue 1_adipocytes	soft tissue 1_fibroblasts	soft tissue 1_peripheral nerve	soft tissue 2_adipocytes	soft tissue 2_fibroblasts	soft tissue 2_peripheral nerve	spleen_cells in red pulp	spleen_cells in white pulp	stomach 1_glandular cells	stomach 2_glandular cells	testis_cells in seminiferous ducts	testis_Leydig cells	thyroid gland_glandular cells	tonsil_germinal center cells	tonsil_non-germinal center cells	tonsil_squamous epithelial cells	urinary bladder_urothelial cells	uterus 1_cells in endometrial stroma	uterus 1_glandular cells	uterus 2_cells in endometrial stroma	uterus 2_glandular cells	vagina_squamous epithelial cells	ovary_follicle cells	soft tissue 1_chondrocytes	soft tissue 2_chondrocytes
253827	MSRB3	0.018758862	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Low	Medium	Low	Medium	Low	Medium	Low	Medium	Medium	Low	Medium	Medium	Medium	High	Medium	Medium	Low	High	Medium	Low	Medium	Low	High	Medium	High	High	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	High	Medium	Medium	Medium	Medium	Low	Medium	High	Medium	Low	Medium	High	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	Medium	High	Medium	High	Medium	High	Medium	High	Medium	Medium	High	Medium	Medium	Medium	Medium	High	Medium	High	High	Low	Medium	Medium	Medium	Medium	Medium	Not detected	Medium	Medium	NA	NA	NA
257160	RNF214	0.018758862	Medium	High	Medium	Medium	Medium	High	Medium	High	Medium	High	High	Medium	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	High	Medium	Medium	Low	High	High	Medium	High	High	High	Medium	Medium	High	Medium	Low	High	High	High	NA	High	High	High	High	High	Medium	Medium	Medium	High	High	Medium	High	Medium	High	High	Medium	High	High	Medium	High	Medium	High	Medium	High	NA	Medium	High	High	High	High	Medium	High	Medium	High	High	High	High	High	Medium	Medium	Medium	Medium	High	NA	Medium	Low	Medium	High	High	High	High	High	High	NA	High	Medium	Medium	High	High	High	NA	NA	High
283237	TTC9C	0.018758862	Medium	Low	Medium	Medium	Medium	Low	Medium	Medium	Low	Low	Low	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	Low	Medium	Low	Medium	Low	Medium	Medium	Medium	NA	Low	Medium	NA	Medium	Medium	Medium	Medium	Medium	Low	Low	Medium	Not detected	Medium	Low	Medium	Not detected	Medium	Not detected	Medium	NA	NA	Medium	Low	Low	Not detected	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Low	Medium	Low	Low	Medium	Low	Medium	Not detected	Medium	Low	Medium	High	Medium	NA	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Not detected	Medium	Medium	NA	Medium	NA
285987	DLX6-AS1	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
286887	KRT6C	0.018758862	Medium	Not detected	High	Medium	Medium	Not detected	High	Not detected	High	Not detected	Medium	Medium	Medium	Not detected	Not detected	High	Low	Not detected	High	High	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	High	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	High	High	Low	High	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	NA	NA
342132	ZNF774	0.018758862	Low	Not detected	High	Low	Low	High	High	Low	Low	Not detected	Medium	Not detected	Low	Low	Low	Low	Not detected	Not detected	Low	Low	Medium	High	Low	Not detected	Medium	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Medium	Low	Low	Low	Not detected	Low	Low	High	Medium	High	Medium	Medium	Not detected	Medium	Medium	Not detected	Low	Low	High	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Medium	Low	Medium	Medium	Low	Not detected	NA	Low	Low	High	Medium	Low	Medium	Medium	Not detected	Not detected	Low	Low	High	Low	Medium	Medium	Low	NA	Low	Medium	Not detected	Not detected	Not detected	Not detected	Low	Low	Medium	Not detected	Not detected	Low	Low	Medium	Not detected	Low	Not detected	Low	NA	Not detected	NA
399761	BMS1P5	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
91404	SESTD1	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
130813	C2orf50	0.018758862	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	NA
2948	GSTM4	0.018758862	Medium	High	Medium	High	High	Medium	High	High	High	Medium	High	High	High	High	Medium	Medium	High	Medium	High	High	High	High	High	Medium	Medium	High	High	High	High	Low	High	Medium	Medium	High	Medium	Medium	High	High	High	NA	High	High	High	High	High	High	Medium	High	Medium	High	Medium	Medium	High	High	High	Medium	High	High	High	High	Medium	High	High	High	NA	High	High	High	High	High	Medium	High	High	High	High	High	High	Low	Not detected	Medium	Medium	NA	Not detected	NA	Medium	Medium	High	High	High	High	High	High	High	High	High	High	High	Medium	High	High	NA	Medium	Medium
317671	RFESD	0.018758862	Medium	Medium	Low	High	Medium	Medium	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	High	Medium	High	High	Not detected	Not detected	Not detected	Medium	Low	Medium	Medium	Medium	High	Medium	Low	High	Medium	Low	Medium	Medium	High	Medium	High	Not detected	Medium	Low	Medium	High	Low	High	Low	High	Low	Medium	Not detected	Medium	Medium	Low	Medium	Low	Medium	Low	Not detected	High	Low	Medium	Not detected	Not detected	Low	High	Low	High	High	Low	Low	Medium	Medium	Medium	High	Medium	Not detected	Low	Not detected	Not detected	Low	NA	Not detected	Medium	High	Medium	Medium	High	Low	Medium	Low	High	Medium	Not detected	Medium	Not detected	Low	Medium	Medium	NA	NA
55152	DALRD3	0.018758862	Low	Medium	Medium	Low	Medium	Low	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Low	Medium	High	Low	Medium	Low	Medium	Medium	High	High	Medium	High	Low	Low	Medium	High	Medium	High	Medium	High	High	High	Medium	High	High	High	High	Not detected	Medium	Medium	High	Not detected	High	Low	Low	Medium	Low	NA	Medium	High	High	Not detected	High	Medium	High	NA	High	Medium	High	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	NA	Not detected	Low	High	High	Medium	Medium	Medium	Low	Medium	High	Medium	Not detected	Medium	Not detected	Medium	High	Medium	NA	Medium
441208	ZNRF2P1	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
79868	ALG13	0.018758862	High	Medium	High	High	High	Medium	Low	Medium	Medium	Low	High	Low	Low	High	Medium	Medium	Medium	High	High	Low	High	High	Medium	Medium	Not detected	High	High	Low	Low	Low	Medium	Low	Low	Medium	Low	High	Not detected	Not detected	High	Low	Medium	High	Not detected	High	High	Not detected	Low	Medium	Low	Medium	Low	Medium	Medium	Not detected	Medium	Low	Medium	Medium	Medium	Low	Medium	High	High	Medium	Not detected	Low	Low	High	Medium	Medium	Not detected	Not detected	Medium	Medium	Medium	Medium	High	Not detected	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Medium	High	High	High	High	Medium	Medium	High	High	Medium	High	Not detected	High	Not detected	High	Low	Medium	NA	NA
10290	SPEG	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10652	YKT6	0.018758862	Medium	Medium	Low	Medium	Medium	Medium	High	Medium	Medium	Medium	High	Medium	Medium	Medium	Medium	High	Medium	Medium	High	Medium	High	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Low	Medium	Medium	Medium	Medium	Low	Low	Low	Low	Low	Low	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	High	Low	High	Medium	NA	Low	NA
92703	TMEM183A	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
206338	AQPEP	0.018758862	Low	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Low	Low	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Low	Medium	Low	NA	Low	Low	Medium	Low	Medium	Medium	Low	Medium	Not detected	Low	High	Medium	Medium	Low	Not detected	Not detected	Low	Not detected	Medium	Not detected	Medium	Medium	Medium	Not detected	High	Not detected	Medium	Low	High	Low	Medium	Medium	Medium	Low	Low	Medium	Not detected	Not detected	Medium	Medium	Medium	High	Medium	Medium	Low	Medium	Medium	Medium	Not detected	Not detected	Not detected	Not detected	Low	Low	Low	NA	NA	NA	Low	Low	Medium	Not detected	Medium	Not detected	Medium	Medium	High	Medium	Low	Low	Low	Medium	Not detected	Medium	Not detected	Medium	Low	Medium	Medium	NA
55742	PARVA	0.018758862	High	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	High	Medium	Medium	Medium	Medium	High	Medium	Medium	High	Medium	Medium	High	Medium	High	High	Not detected	High	High	Medium	Not detected	Medium	Low	High	Low	Medium	Low	Medium	NA	Medium	Medium	Medium	High	Medium	Medium	Medium	High	High	Low	Medium	Medium	Medium	Low	Medium	High	Low	High	Low	High	High	Medium	Medium	Low	High	NA	Medium	High	Medium	Low	High	Medium	Medium	High	Not detected	Medium	Medium	Not detected	Medium	High	High	Not detected	Not detected	Low	Not detected	Not detected	Low	High	High	High	Medium	Medium	Medium	Medium	High	High	High	Medium	Medium	High	Medium	Medium	Medium	NA	NA	NA
79363	RSG1	0.018758862	Medium	Low	Medium	High	High	Low	Low	Medium	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	Low	Medium	Low	NA	Medium	Low	Medium	Low	Medium	Medium	Medium	Medium	Medium	Low	Medium	Low	Medium	Low	Medium	Medium	Medium	Medium	Low	Medium	Not detected	Medium	Low	Medium	Low	Medium	Medium	Low	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	NA	Medium	Medium	Medium	Medium	Medium	Medium	Not detected	Medium	Medium	Medium	Medium	Medium	Low	Low	Low	Low	Not detected	Not detected	Low	Low	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	Low	Medium	Medium	Medium	Low	Medium	Medium	Medium	NA	Medium
118472	ZNF511	0.018758862	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Low	Low	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	High	High	Low	Medium	Medium	Medium	Medium	High	Medium	Medium	High	Medium	Medium	Medium	Medium	High	Medium	High	High	Medium	High	Medium	High	Medium	High	High	Low	Medium	High	High	Low	High	Low	Medium	Medium	Medium	Low	Low	High	Medium	Medium	Medium	Medium	Medium	Medium	High	Medium	High	High	Medium	High	Medium	Medium	Medium	Medium	High	High	High	Medium	High	Low	High	High	Medium	Medium	Low	Medium	High	Medium	Medium	High	Low	Medium	Medium	High	Medium	High	Medium	High	Medium	NA	NA	High
60493	FASTKD5	0.018758862	Low	Low	Low	Medium	Medium	Low	High	Medium	Medium	Low	Medium	Medium	Low	Medium	Low	Medium	Medium	Medium	Low	Medium	Medium	Medium	Low	Low	Not detected	Medium	Low	Medium	Low	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Medium	Low	Low	Medium	NA	Medium	Low	Medium	Low	Medium	Medium	Not detected	Low	Not detected	High	Not detected	Medium	Not detected	High	Medium	Not detected	Not detected	Not detected	Medium	Medium	Not detected	Low	Not detected	Medium	Medium	Medium	Low	Medium	Medium	Low	High	Not detected	High	Low	Low	Medium	Medium	Medium	Not detected	Not detected	Not detected	Medium	Not detected	NA	Low	Not detected	Medium	Medium	Medium	Medium	Medium	Not detected	Not detected	Medium	Low	Not detected	Low	Not detected	Not detected	Medium	Medium	NA	NA
130026	ICA1L	0.018758862	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	High	Medium	Medium	High	Medium	Low	Not detected	Medium	Medium	Medium	Medium	Medium	High	Low	Not detected	Medium	Low	Medium	Low	NA	High	NA	High	High	Medium	High	High	High	Not detected	Medium	Not detected	High	Low	Medium	Low	Medium	Low	Not detected	Not detected	Medium	Medium	Medium	Not detected	Medium	Low	High	NA	High	Medium	High	Low	Medium	Low	Medium	Low	Low	Medium	Low	High	Medium	Not detected	Medium	Low	Not detected	Low	Not detected	Medium	High	High	High	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	NA	NA
10541	ANP32B	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
339745	SPOPL	0.018758862	Medium	Medium	Medium	Low	Medium	Low	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	Medium	Medium	Not detected	High	Not detected	High	Medium	Medium	Low	Not detected	Not detected	Not detected	Medium	Not detected	Medium	Not detected	Medium	Not detected	Medium	NA	High	Medium	Low	High	Low	Medium	Medium	Low	Medium	High	Low	High	Medium	High	Medium	High	Low	Low	Medium	Medium	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Low	Medium	Medium	Medium	Medium	Medium	Medium	Not detected	Medium	Medium	Medium	Medium	Medium	Medium	NA	Not detected	Not detected	Low	Not detected	Not detected	Medium	Medium	Medium	Medium	High	Low	Low	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	High	NA
4062	LY6H	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
56926	NCLN	0.018758862	Medium	Low	Low	Medium	Medium	Low	Medium	Medium	Medium	Low	Medium	Low	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Low	Not detected	Not detected	Low	Low	Medium	Not detected	Not detected	High	Not detected	Not detected	Medium	Medium	Low	Not detected	NA	Medium	NA	Medium	Medium	Not detected	Medium	Medium	Medium	Low	Medium	Low	Medium	Not detected	NA	Not detected	Medium	High	Low	Low	Not detected	Medium	Low	Low	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Not detected	Medium	Low	Medium	Not detected	Not detected	Low	NA	Not detected	Low	Not detected	Low	Not detected	Medium	Medium	Medium	Medium	Low	Low	Not detected	Medium	Medium	Low	Medium	Not detected	Medium	Not detected	Not detected	NA	NA
56993	TOMM22	0.018758862	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Medium	High	High	High	High	High	High	Not detected	High	High	Medium	High	High	Low	High	NA	High	High	High	High	High	High	High	High	Medium	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Medium	High	High	High	Medium	High	High	High	Low	Medium	NA	Medium	Medium	NA	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	NA	NA	NA
59277	NTN4	0.018758862	Not detected	Low	Medium	Medium	Low	Not detected	Medium	Medium	Not detected	Not detected	Low	Low	Medium	Medium	Not detected	Medium	Medium	Not detected	Medium	Low	Medium	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Medium	Not detected	Low	Medium	Not detected	Not detected	Medium	Medium	NA	Low	Medium	Not detected	High	Low	Not detected	Low	High	Low	Not detected	Low	Low	Medium	Not detected	Not detected	Medium	Medium	Medium	Medium	Not detected	Not detected	Low	Medium	Not detected	Low	Not detected	Low	Low	Medium	Not detected	Low	Not detected	Medium	High	NA	Medium	Not detected	Medium	Low	High	Not detected	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Low	Low	High	Medium	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Low	Low	Medium	NA	NA
414157	C10orf62	0.018758862	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	High	High	Medium	Low	Not detected	Low	Not detected	High	Medium	Not detected	High	Medium	Not detected	Low	High	High	High	Medium	Medium	High	Medium	Medium	High	High	High	Medium	Not detected	Not detected	Medium	Low	Not detected	Not detected	Low	Not detected	Medium	Not detected	Low	Medium	High	High	Not detected	High	Medium	Not detected	Medium	Medium	Medium	High	High	Medium	Medium	Not detected	Medium	Medium	Medium	Medium	High	Low	Not detected	Not detected	High	Not detected	Not detected	High	Not detected	Low	Medium	Medium	Medium	Medium	Low	High	Medium	High	Medium	Low	Medium	Medium	Medium	High	NA	NA	Medium
338785	KRT79	0.018758862	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Medium	Not detected	Medium	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	NA	Not detected	Not detected	Medium	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Medium	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Medium	Medium	Not detected	Not detected	High	Not detected	Not detected	Medium	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Medium	Not detected	Not detected	Not detected	Not detected	High	NA	Not detected	NA
57820	CCNB1IP1	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
144501	KRT80	0.018758862	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	High	Not detected	Low	Not detected	Medium	Medium	Medium	Not detected	Low	High	Low	Medium	High	Low	Medium	Medium	Low	High	NA	Medium	Medium	Medium	Medium	Medium	Low	Low	Not detected	Medium	Medium	Low	Medium	Not detected	Not detected	Medium	Low	Low	Low	Medium	Medium	Low	Medium	Low	Medium	NA	High	High	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Not detected	Not detected	Low	Low	Not detected	Low	NA	Low	Not detected	Medium	High	Medium	Medium	Medium	Low	Not detected	Medium	Medium	Low	Medium	Low	Medium	Medium	NA	NA	Low
319101	KRT73	0.018758862	Low	Low	Low	Low	Low	Not detected	Low	Low	Not detected	Not detected	Medium	Low	Low	Low	Low	Not detected	Low	Low	Low	Low	Medium	Low	Not detected	Low	Low	Low	Low	Medium	Low	Not detected	Not detected	Low	Not detected	Medium	Low	Medium	Not detected	Medium	Low	Medium	Medium	Medium	Low	Medium	Medium	Medium	Not detected	Low	Low	Medium	Low	Low	Low	Low	Medium	Low	Not detected	Not detected	Medium	Not detected	Low	Medium	Low	NA	NA	Low	Low	Medium	Low	Medium	Low	Medium	Low	Low	Medium	Medium	Medium	Not detected	NA	Medium	Medium	Low	Not detected	Low	Not detected	Not detected	Medium	Medium	Medium	Medium	Low	Not detected	Not detected	Low	Medium	Low	Not detected	Not detected	Low	Not detected	Low	Medium	NA
